planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.4
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.4
planetary_full,0.0
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.8
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.6
planetary_full,0.0
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.4
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.2
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.2
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.2
planetary_full_expanded_01000_x3,0.6
planetary_full,0.0
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.0
planetary_full_expanded_01000_x3,0.6
planetary_full,0.2
planetary_full_expanded_00050_x3,0.6
planetary_tr,0.0
planetary_full_expanded_00100_x3,0.6
planetary_2,0.2
